time,ax,ay,az,aT
12.5360,2.2915,-0.9723,0.6387,2.570
12.5400,2.8957,-0.8128,0.6934,3.086
12.5500,3.4007,-0.6767,0.8316,3.566
12.5510,3.9178,-0.6072,0.9897,4.086
12.5580,4.3455,-0.6054,1.0889,4.521
12.6010,4.6855,-0.6194,1.2117,4.879
12.6020,4.9573,-0.5807,1.3081,5.160
12.6030,5.1277,-0.5098,1.3827,5.335
12.6040,5.2520,-0.4236,1.4417,5.463
12.6040,5.3057,-0.3482,1.3333,5.482
12.6060,5.2182,-0.3327,1.2488,5.376
12.6070,4.9545,-0.3042,1.2183,5.111
12.6090,4.5111,-0.2986,1.1674,4.669
12.6100,2.5480,-0.4273,1.2647,2.876
12.6100,0.3319,-0.5411,1.3451,1.487
12.6110,-0.1858,-0.6065,1.2592,1.410
12.6170,-0.2190,-0.5553,1.1663,1.310
12.6210,-0.3510,-0.5036,1.0161,1.187
12.6290,-0.5196,-0.4666,0.9664,1.192
12.6320,-0.5902,-0.4333,0.9228,1.178
12.6380,-0.5511,-0.3560,0.9928,1.190
12.6440,-0.3086,-0.3100,1.0470,1.135
12.6470,0.0269,-0.3409,1.1142,1.166
12.6520,0.2154,-0.2980,1.1645,1.221
12.6560,0.2994,-0.2087,1.1717,1.227
12.6610,0.3029,-0.1315,1.1573,1.203
12.6670,0.2965,-0.0855,1.1632,1.203
12.6720,0.2243,-0.0371,1.1583,1.180
12.6780,0.2445,-0.0149,1.1260,1.152
12.6820,0.2938,-0.0235,1.1142,1.152
12.6870,0.2644,-0.0018,1.1131,1.144
12.6930,0.1594,-0.0433,1.1372,1.149
12.6970,0.1529,-0.0474,1.2341,1.244
12.7020,0.1494,-0.0610,1.2652,1.275
12.7070,0.1755,-0.1450,1.2364,1.257
12.7160,0.2075,-0.2276,1.2853,1.322
12.7220,0.2926,-0.3480,1.2638,1.343
12.7220,0.4937,-0.4389,1.2066,1.376
12.7650,0.8123,-0.4966,1.2621,1.581
12.7660,1.0751,-0.5629,1.1958,1.704
12.7670,1.3538,-0.7390,1.1419,1.919
12.7670,1.7065,-0.9765,1.1410,2.273
12.7680,2.0495,-1.1101,1.1726,2.609
12.7690,2.4158,-1.2682,1.2785,3.013
12.7690,2.8225,-1.2504,1.4176,3.397
12.7700,3.3930,-1.1428,1.4821,3.875
12.7710,4.0521,-1.0894,1.5975,4.490
12.7730,4.7975,-1.1527,1.7100,5.222
12.7800,5.3855,-1.2227,1.8698,5.831
12.7840,5.7189,-1.2695,2.1437,6.238
12.7890,5.7065,-1.3034,2.6283,6.417
12.7940,5.6837,-1.3562,3.3832,6.752
12.7980,5.8254,-1.5163,4.3743,7.441
12.8040,5.9936,-1.7363,5.4461,8.282
12.8100,6.1040,-1.9910,6.5449,9.168
12.8130,6.3292,-2.0218,7.6575,10.138
12.8190,6.6117,-2.0094,8.7718,11.167
12.8230,6.8811,-2.0591,9.8853,12.219
12.8290,7.3203,-2.1618,11.1619,13.522
12.8340,7.2984,-2.0212,12.4337,14.559
12.8390,7.0324,-1.8336,13.5167,15.347
12.8510,7.0607,-2.3843,14.4946,16.298
12.8530,6.9941,-3.1415,15.6808,17.455
12.8560,6.6247,-3.6839,16.5562,18.209
12.9050,5.5827,-3.8645,17.1560,18.451
12.9070,3.8960,-3.7758,17.1235,17.962
12.9080,2.4103,-3.8330,16.2474,16.867
12.9100,1.2237,-4.2878,14.8552,15.510
12.9110,0.3011,-4.7994,13.1148,13.969
12.9110,-0.4673,-5.1980,10.8630,12.052
12.9120,-1.1449,-5.4543,8.1077,9.838
12.9130,-1.7024,-5.4957,5.4329,7.913
12.9140,-2.1409,-5.4001,3.0879,6.579
12.9150,-2.5169,-5.1807,1.0079,5.847
12.9160,-2.8476,-5.0074,-0.8971,5.830
12.9170,-3.0186,-4.7640,-2.7804,6.288
12.9220,-3.2225,-4.5251,-4.6907,7.271
12.9250,-3.7143,-4.3790,-6.5170,8.686
12.9310,-4.2132,-4.1879,-8.0855,10.033
12.9350,-4.7234,-3.9216,-9.5851,11.383
12.9400,-5.2639,-3.6290,-10.8537,12.597
12.9450,-5.8875,-3.4365,-11.6387,13.488
12.9500,-6.3379,-3.4125,-12.2892,14.242
12.9550,-6.6251,-3.3834,-12.8396,14.839
12.9610,-6.7364,-3.2454,-13.2182,15.187
12.9650,-7.0625,-3.1060,-13.5888,15.626
12.9700,-7.2771,-2.8151,-14.2477,16.244
12.9760,-7.1235,-2.6139,-14.7118,16.553
12.9860,-6.7769,-2.5857,-14.9359,16.604
12.9880,-6.2169,-2.4450,-15.1464,16.554
12.9900,-5.3324,-2.0417,-15.4202,16.443
13.0480,-4.4145,-1.6237,-15.7377,16.426
13.0510,-3.5231,-1.3057,-16.0966,16.529
13.0520,-2.6930,-0.9507,-16.5206,16.766
13.0520,-1.8700,-0.6571,-17.1937,17.308
13.0530,-1.0249,-0.5625,-17.7842,17.823
13.0540,-0.2729,-0.5619,-18.4906,18.501
13.0560,0.2521,-0.5505,-19.3453,19.355
13.0570,0.6785,-0.7219,-19.9776,20.002
13.0580,0.9321,-1.1624,-20.3418,20.396
13.0610,0.9172,-1.8237,-20.5140,20.615
13.0630,0.6128,-2.6776,-20.6234,20.806
13.0640,0.1470,-3.7818,-20.7764,21.118
13.0640,-0.5353,-5.0231,-20.7972,21.402
13.0650,-1.3241,-6.0992,-20.6390,21.562
13.0670,-2.2119,-7.1390,-20.3172,21.648
13.0720,-3.0643,-8.3091,-19.8551,21.741
13.0860,-3.7637,-9.7040,-18.0055,20.797
13.0890,-4.3630,-11.0839,-14.8469,19.035
13.0910,-4.9598,-12.0512,-11.4092,17.321
13.0950,-5.5383,-12.9179,-8.2789,16.312
13.0980,-5.9627,-13.9460,-4.5370,15.831
13.1370,-6.0976,-14.5637,-0.3933,15.794
13.1380,-6.0585,-14.7141,4.5335,16.546
13.1400,-6.0864,-14.3650,10.0282,18.546
13.1410,-6.0501,-13.2999,15.7694,21.498
13.1430,-5.5819,-11.9103,21.3044,25.038
13.1440,23.4375,-1.9855,29.1926,37.490
13.1530,-0.8620,-2.2538,-10.0459,10.332
13.1540,-24.4071,-2.3391,-11.3687,27.026
13.1550,-10.3104,-3.9753,12.1583,16.430
13.1560,0.2617,-4.2959,5.5709,7.040
13.1570,2.2147,-3.5030,0.7650,4.214
13.1570,-2.4170,-5.9572,2.7527,6.993
13.1630,-6.9053,-6.0705,4.6034,10.282
13.1670,-7.7017,-2.1186,6.5222,10.312
13.1730,-6.9549,1.0884,10.2271,12.416
13.1790,-4.4694,2.0334,12.9959,13.893
13.1830,-1.3043,1.3732,12.8475,12.986
13.1880,0.7841,0.3756,11.6417,11.674
13.1950,1.3849,0.1240,10.1549,10.250
13.1990,1.3024,0.1843,8.8256,8.923
13.2030,1.2377,0.1738,7.8990,7.997
13.2080,1.2578,-0.0981,7.2820,7.390
13.2140,1.5257,-0.4690,6.9848,7.165
13.2190,2.1783,-0.5193,6.6965,7.061
13.2240,2.7629,-0.3027,6.1576,6.756
13.2350,3.0549,-0.1914,5.3978,6.205
13.2370,3.2826,-0.2528,4.3013,5.417
13.2410,3.6598,-0.3820,3.1015,4.812
13.2850,4.1015,-0.4826,1.9948,4.586
13.2870,4.5619,-0.5170,0.7601,4.654
13.2880,5.0467,-0.4299,-0.6952,5.113
13.2890,5.5521,-0.4059,-2.2201,5.993
13.2900,6.1247,-0.3701,-3.9135,7.278
13.2900,6.6400,-0.3139,-5.8710,8.869
13.2910,6.8462,-0.1953,-7.8738,10.436
13.2920,6.5635,-0.0733,-9.5458,11.585
13.2930,5.6596,-0.1601,-10.9755,12.350
13.2980,4.7511,-0.0148,-11.9933,12.900
13.3010,3.8140,0.1222,-12.6173,13.182
13.3020,2.5040,-0.1341,-13.0671,13.306
13.3080,1.3193,-0.5499,-13.5468,13.622
13.3100,0.4074,-0.9186,-13.9260,13.962
13.3150,-0.2554,-1.2160,-14.1907,14.245
13.3190,-0.9553,-1.4878,-14.3485,14.457
13.3240,-1.6565,-1.6790,-14.4462,14.638
13.3310,-2.1024,-1.8904,-14.4482,14.722
13.3340,-2.3333,-2.2051,-14.2553,14.612
13.3400,-2.4057,-2.5516,-13.5879,14.033
13.3470,-2.1979,-2.7342,-12.4358,12.921
13.3500,-1.8917,-2.7422,-11.0165,11.509
13.3550,-1.5560,-2.7007,-9.4490,9.950
13.3610,-1.1502,-2.6554,-7.9764,8.485
13.3660,-0.5115,-2.6930,-6.9123,7.436
13.3700,0.2363,-2.9075,-6.0986,6.760
13.3750,0.9571,-3.1567,-5.1043,6.077
13.3860,1.5908,-3.3236,-3.7769,5.277
13.3890,2.2434,-3.2675,-2.1781,4.523
13.4390,2.8252,-3.1167,-0.3638,4.222
13.4400,3.2689,-2.9958,1.6557,4.733
13.4420,3.5741,-3.0844,3.9377,6.148
13.4420,3.7519,-3.3196,6.6469,8.323
13.4440,9.0981,-1.6628,26.7037,28.260
13.4460,10.7505,-0.7191,30.8315,32.660
13.4460,4.0024,-2.2349,29.7629,30.114
13.4470,1.5003,-1.6557,14.0832,14.259
13.4480,2.7603,-1.3074,-2.0935,3.703
13.4480,2.6657,-2.1258,-2.5752,4.273
13.4490,1.7027,-3.1344,1.5401,3.885
13.4500,-0.5072,-3.2671,7.0935,7.826
13.4520,-2.4116,-1.6170,11.4762,11.838
13.4560,-2.4437,0.3352,13.6122,13.834
13.4630,-1.0280,1.3243,14.1769,14.276
13.4660,0.1049,0.9828,13.4941,13.530
13.4710,0.1893,-0.0133,11.3955,11.397
13.4790,-0.3532,-0.7134,9.0479,9.083
13.4810,-1.0056,-0.8937,7.1251,7.251
13.4860,-1.4938,-0.9387,5.4746,5.752
13.4910,-1.5118,-0.9807,4.0224,4.408
13.4970,-0.9782,-0.9829,2.7486,3.079
13.5010,-0.2080,-0.9274,1.2702,1.586
13.5060,0.5396,-0.8374,-0.4551,1.095
13.5190,1.3459,-0.6426,-2.1160,2.589
13.5210,2.1525,-0.3757,-3.9996,4.558
13.5220,2.4852,-0.2734,-5.8179,6.332
13.5300,2.3581,-0.2092,-7.1639,7.545
13.5310,2.0489,-0.2855,-8.4992,8.747
13.5730,1.6803,-0.4202,-10.0908,10.238
13.5750,1.2230,-0.5115,-11.5448,11.621
13.5760,0.6789,-0.6842,-12.9256,12.961
13.5790,0.2986,-0.7484,-13.9940,14.017
13.5800,-0.5203,-0.6800,-15.0593,15.084
13.5800,-1.2421,-0.4573,-16.1123,16.167
13.5820,-1.7318,-0.3729,-17.1566,17.248
13.5830,-2.1246,-0.5410,-18.0906,18.223
13.5830,-2.5838,-0.9262,-18.8488,19.048
13.5850,-3.0771,-1.4915,-19.0957,19.399
13.5910,-3.3146,-2.0998,-18.6171,19.026
13.5930,-3.3048,-2.6042,-18.4083,18.883
13.5980,-3.1491,-3.0281,-18.3669,18.879
13.6020,-2.9639,-3.4184,-18.3351,18.885
13.6070,-2.7696,-4.0079,-18.0439,18.690
13.6140,-2.4905,-4.7510,-17.6392,18.437
13.6180,-1.9739,-5.8038,-15.7339,16.886
13.6220,-1.3411,-6.8744,-12.6721,14.479
13.6320,-0.6352,-7.6996,-8.5654,11.535
13.6330,0.2860,-7.9790,-4.1028,8.977
13.6410,1.5902,-7.6972,0.3803,7.869
13.6440,17.9397,-3.1431,20.4388,27.376
13.6530,27.6942,3.7304,31.0103,41.744
13.6560,9.3935,-1.1233,30.9536,32.367
13.6580,-0.2975,-2.0856,17.2122,17.341
13.6690,-4.4068,-3.5111,-3.0469,6.406
13.6710,-5.4788,-5.8358,-5.7364,9.848
13.6760,-4.0093,-6.3524,0.0409,7.512
13.6780,-2.6149,-4.9694,7.7872,9.601
13.7170,-2.3209,-2.2337,15.3137,15.649
13.7190,-2.7704,0.2497,21.3460,21.527
13.7200,-3.3042,1.2685,26.4651,26.701
13.7200,-3.0849,1.7369,28.0609,28.283
13.7210,-1.9357,0.6797,26.9422,27.020
13.7220,-0.6536,-1.5641,25.0208,25.078
13.7230,-0.4544,-3.2828,21.6780,21.930
13.7230,-1.1794,-4.0675,17.4792,17.985
13.7240,-1.8605,-4.5894,13.3706,14.258
13.7320,-1.8880,-5.2095,9.6422,11.121
13.7340,-0.9211,-5.6844,6.1163,8.401
13.7390,0.5939,-5.6826,2.9908,6.449
13.7460,1.7038,-5.4671,0.1940,5.730
13.7490,2.4623,-5.0900,-2.4385,6.158
13.7540,3.3210,-4.6658,-4.8830,7.526
13.7590,3.8592,-4.5340,-7.0328,9.215
13.7640,4.1170,-4.4164,-9.2003,11.005
13.7690,4.2080,-4.1225,-11.1310,12.594
13.7750,4.2119,-3.6607,-12.9972,14.145
13.7940,4.3245,-3.2432,-14.8309,15.785
13.7970,4.3428,-3.3191,-15.4142,16.355
13.7990,3.8214,-3.4735,-16.5456,17.333
13.8000,3.5289,-3.5167,-16.3773,17.118
13.8010,3.2477,-3.4311,-16.3197,16.990
13.8050,3.0336,-3.2743,-16.3950,16.992
13.8100,2.8086,-3.2800,-16.0885,16.658
13.8460,2.4726,-3.4451,-16.1103,16.659
13.8490,2.1066,-3.7396,-16.4010,16.953
13.8500,1.7207,-4.0258,-16.5096,17.080
13.8510,1.3360,-4.4075,-16.1343,16.779
13.8510,0.9630,-4.9147,-15.8444,16.617
13.8520,0.6833,-5.4005,-16.0057,16.906
13.8530,0.2633,-5.9565,-16.0417,17.114
13.8540,-0.1379,-6.4317,-15.9517,17.200
13.8550,-0.4658,-6.7891,-16.1917,17.564
13.8600,-0.8273,-7.1660,-16.5829,18.084
13.8660,-1.2432,-7.4631,-16.6903,18.325
13.8700,-1.6125,-7.6045,-16.6402,18.366
13.8750,-1.9526,-7.4328,-16.6239,18.314
13.8810,-2.2405,-7.0832,-16.5780,18.166
13.8870,-2.3804,-6.6045,-16.6979,18.114
13.8910,-2.4352,-6.0096,-16.6157,17.836
13.9040,-2.5061,-5.5246,-16.5766,17.652
13.9070,-2.3659,-5.5002,-16.5181,17.570
13.9090,-2.3125,-5.7623,-15.8687,17.040
13.9560,-1.6804,-6.5714,-15.7322,17.132
13.9580,-0.8030,-8.3921,-15.0376,17.240
13.9590,0.0754,-10.5089,-13.5501,17.148
13.9600,1.2492,-12.8290,-10.8108,16.823
13.9620,2.9375,-15.2346,-6.5833,16.854
13.9630,4.1961,-17.2328,-1.1250,17.772
13.9640,4.1449,-19.1159,2.1079,19.673
13.9650,7.1472,-17.4890,12.3543,22.574
13.9660,25.5339,2.3340,31.2089,40.391
13.9670,4.9599,-3.9921,31.1959,31.839
13.9680,-4.2311,-9.1706,30.7657,32.381
13.9690,-0.0608,-2.6984,24.8428,24.989
13.9740,-0.8934,0.2968,7.1811,7.243
13.9770,-1.3127,2.0846,3.2020,4.040
13.9820,-1.8296,1.8028,4.9641,5.589
13.9870,-2.8431,0.8971,6.9820,7.592
13.9920,-2.3925,0.3679,10.4478,10.725
14.0000,-0.8109,0.3789,11.6236,11.658
14.0020,0.1422,0.1598,11.7041,11.706
14.0070,0.0207,-0.5677,12.1887,12.202
14.0140,-0.1915,-0.7389,11.0739,11.100
14.0180,-0.5481,-0.9481,9.3080,9.372
14.0220,-0.9530,-1.4630,8.2151,8.399
14.0280,-1.1982,-2.0325,7.2489,7.623
14.0380,-1.4551,-2.4873,6.3880,7.008
14.0410,-1.6794,-2.5631,5.9884,6.727
14.0420,-1.4050,-2.4198,5.6503,6.305
14.0930,-0.4124,-2.1922,5.4291,5.869
14.0950,0.6618,-1.9370,5.1861,5.575
14.0960,1.3526,-1.8525,4.3826,4.947
14.0970,1.9882,-1.8479,3.1221,4.137
14.0980,2.6692,-1.9197,1.6528,3.680
14.0990,3.1147,-2.1127,0.1121,3.765
14.0990,3.3609,-2.2521,-1.5249,4.323
14.1000,3.6430,-2.1828,-3.1692,5.299
14.1010,3.6865,-2.1673,-4.7490,6.391
14.1020,3.4420,-2.1302,-6.5146,7.670
14.1030,3.3119,-2.0140,-8.2770,9.140
14.1040,3.2119,-2.1362,-9.7816,10.515
14.1090,3.1250,-2.3229,-11.1141,11.776
14.1150,2.8031,-2.6782,-11.1298,11.786
14.1180,2.2483,-2.7633,-11.9605,12.480
14.1230,2.1021,-2.6366,-12.8553,13.290
14.1300,1.8879,-2.8310,-13.2950,13.724
14.1330,1.8568,-3.0725,-14.3880,14.829
14.1380,1.8630,-3.2642,-15.5561,16.004
14.1490,1.3687,-3.8118,-16.7333,17.216
14.1500,0.6087,-4.3704,-18.0505,18.582
14.1600,-0.1145,-4.7425,-19.4346,20.005
14.1630,-0.6725,-4.9254,-20.9858,21.567
14.2150,-1.0484,-5.3482,-22.5898,23.238
14.2170,-1.3351,-5.9612,-24.1975,24.957
14.2180,-1.4279,-6.4557,-25.9200,26.750
14.2190,-1.0783,-7.0228,-27.5067,28.409
14.2200,-0.8378,-7.3954,-28.5708,29.524
14.2210,-0.4157,-7.7264,-29.1743,30.183
14.2220,-0.6570,-8.4008,-29.9860,31.147
14.2230,-1.0122,-9.4203,-30.3534,31.798
14.2240,-1.3448,-10.3833,-29.7997,31.585
14.2260,-0.2420,-12.2138,-27.9956,30.545
14.2280,1.8125,-14.9310,-24.0499,28.366
14.2300,3.9223,-17.0908,-19.8862,26.513
14.2310,5.3014,-19.1098,-15.9302,25.437
14.2320,5.9093,-21.4794,-11.8447,25.231
14.2370,6.3618,-24.5848,-6.8542,26.303
14.2400,6.5652,-27.9263,0.2952,28.689
14.2450,-1.6207,-13.3565,26.6404,29.845
14.2510,-12.0050,-3.5284,31.6950,34.076
14.2550,2.2503,0.6883,30.9587,31.048
14.2600,4.9966,2.2878,12.5936,13.740
14.2650,-0.7889,-2.9138,-10.8531,11.265
14.2700,-1.8551,-3.0633,-12.6491,13.146
14.2760,0.1277,-1.9945,-4.3242,4.764
14.2890,-0.0716,-1.3147,4.5324,4.720
14.2920,-0.4467,0.4407,10.1639,10.183
14.2930,-0.2936,2.0441,12.7245,12.891
14.2970,-0.5060,1.7660,15.2392,15.350
14.3420,0.0412,0.5411,17.7913,17.800
14.3440,1.7798,0.0199,18.9945,19.078
14.3460,3.2028,-0.2270,18.3609,18.640
14.3470,3.7900,-0.3791,15.8755,16.326
14.3480,3.1701,-0.8598,12.1733,12.609
14.3480,1.4876,-1.7966,8.5939,8.905
14.3490,-0.4750,-2.5777,5.9627,6.513
14.3500,-1.7046,-3.0824,4.1840,5.469
14.3510,-2.0785,-3.1988,3.3737,5.093
14.3510,-2.2471,-3.1134,3.5228,5.211
14.3520,-2.2479,-2.9167,3.8707,5.343
14.3590,-2.3234,-2.9427,4.2862,5.695
14.3610,-2.2155,-2.8117,4.3181,5.609
14.3670,-1.9365,-2.5706,3.4409,4.711
14.3710,-1.4386,-2.1662,1.8068,3.166
14.3760,-0.5691,-1.9046,0.0480,1.988
14.3820,0.3153,-1.8595,-1.7927,2.602
14.3860,1.2888,-1.7248,-3.5772,4.175
14.3920,2.1558,-1.4061,-5.3644,5.950
14.3980,2.6000,-1.2225,-6.9485,7.519
14.4020,2.5449,-1.3079,-8.1501,8.638
14.4060,2.3545,-1.3680,-9.1915,9.586
14.4150,2.2132,-1.3665,-10.0640,10.395
14.4170,2.0734,-1.3115,-11.2705,11.534
14.4220,1.7218,-1.1093,-13.1623,13.321
14.4270,1.3111,-0.9344,-15.1090,15.195
14.4400,1.0908,-0.8487,-16.8490,16.906
14.4430,1.0427,-1.0948,-18.5065,18.568
14.4560,0.7428,-1.2989,-19.8150,19.871
14.4570,0.3707,-1.4540,-21.3718,21.424
14.4580,0.2165,-1.7762,-22.7872,22.857
14.4590,-0.2653,-2.1710,-23.8992,23.999
14.4940,-0.8546,-2.3379,-24.9814,25.105
14.4970,-1.3356,-2.2637,-25.9901,26.123
14.4980,-1.6936,-2.7868,-26.6651,26.864
14.4990,-1.6922,-3.6238,-27.1617,27.455
14.5000,-1.5223,-4.5144,-27.4082,27.819
14.5000,-1.4361,-5.4898,-27.4361,28.017
14.5010,-1.0422,-7.2726,-27.3511,28.321
14.5020,-0.5079,-9.6463,-26.5552,28.258
14.5030,-0.1059,-11.6792,-24.3783,27.032
14.5070,0.5665,-13.1478,-20.8724,24.675
14.5140,1.6292,-14.0157,-16.0767,21.391
14.5180,3.2467,-14.4293,-11.1621,18.529
14.5230,5.3177,-14.9249,-6.5685,17.152
14.5280,6.7278,-15.8609,-1.2860,17.277
14.5330,8.0265,-15.0777,8.6474,19.145
14.5380,1.6367,-5.7299,32.0575,32.607
14.5430,-1.6182,-3.7040,32.0064,32.261
14.5490,4.4033,-1.2109,26.0943,26.491
14.5530,4.6915,-0.8241,-2.0512,5.186
14.5590,0.4706,-2.2929,-17.2943,17.452
14.5720,-2.3635,-3.8104,-15.1776,15.826
14.5740,-3.3846,-4.8276,-8.3344,10.209
14.5780,-3.6093,-3.8427,-1.8074,5.573
14.5800,-3.5473,-2.7925,6.9158,8.259
14.6330,-3.9057,-0.5488,16.8008,17.258
14.6350,-3.1186,2.5924,21.8702,22.243
14.6360,-0.5680,2.5671,22.0918,22.248
14.6370,2.7209,0.9764,22.9557,23.137
14.6380,5.2435,-0.1801,23.4418,24.022
14.6390,5.6984,-1.5329,22.9206,23.668
14.6400,4.9861,-2.2314,22.0096,22.677
14.6400,2.6429,-1.8742,18.7509,19.029
14.6410,0.5978,-1.7995,14.6020,14.725
14.6420,0.0739,-2.7984,10.9247,11.278
14.6430,0.1270,-4.0607,8.1445,9.102
14.6440,-0.0651,-4.8568,5.8476,7.602
14.6440,-0.6542,-5.0501,3.7748,6.339
14.6520,-1.5565,-4.7984,1.6743,5.315
14.6550,-2.1286,-4.4998,-0.1062,4.979
14.6640,-2.4341,-4.4318,-1.8126,5.371
14.6660,-2.5505,-4.1404,-3.8750,6.218
14.6700,-2.3124,-3.3790,-5.9709,7.240
14.6740,-1.5630,-2.5154,-7.9338,8.468
14.6880,-0.4794,-1.8629,-9.7856,9.973
14.6900,0.8130,-1.4830,-11.5317,11.655
14.6930,1.9575,-1.0540,-13.1940,13.380
14.6970,2.7936,-0.5018,-14.7600,15.030
14.7420,3.0292,-0.0183,-16.2949,16.574
14.7440,3.0440,0.2463,-17.7947,18.055
14.7460,2.6227,0.3026,-19.3513,19.531
14.7480,2.1239,0.1860,-21.0188,21.127
14.7490,1.8862,0.0443,-22.8440,22.922
14.7500,1.3153,0.0141,-24.6164,24.652
14.7510,0.3228,-0.1699,-26.4318,26.434
14.7510,-0.7641,-0.6268,-27.8429,27.860
14.7520,-1.4333,-1.4012,-28.7457,28.816
14.7530,-1.9681,-2.3841,-29.0509,29.215
14.7540,-2.5758,-3.2457,-28.9590,29.254
14.7560,-3.1177,-3.9936,-28.4228,28.871
14.7610,-3.4344,-4.8047,-27.5832,28.208
14.7740,-3.2453,-5.8206,-26.8376,27.653
14.7770,-2.7737,-7.4023,-26.2489,27.413
14.7780,-1.8921,-9.6105,-25.3281,27.156
14.7840,-0.9764,-11.8335,-23.5476,26.372
14.7860,-0.2462,-13.7529,-20.9028,25.023
14.7910,0.3716,-15.3655,-17.5271,23.312
14.7960,1.2924,-16.7152,-13.5520,21.557
14.8010,3.9996,-17.0921,-4.3910,18.095
14.8060,8.4914,-7.3406,31.4059,33.351
14.8110,0.2551,-4.2961,32.3428,32.628
14.8170,4.0547,-5.1645,25.9068,26.726
14.8210,4.9337,-5.0434,-5.5762,8.993
14.8270,4.6034,-5.5904,-22.0436,23.203
14.8410,4.2351,-5.7451,-16.8841,18.331
14.8440,4.4936,-3.2888,-8.0759,9.810
14.8540,4.2019,0.1180,-4.7378,6.334
14.9010,0.9043,2.7319,-5.0353,5.800
14.9030,-2.4636,4.2395,-6.9279,8.488
14.9040,-4.6720,2.5659,-5.9517,7.990
14.9050,-5.8567,0.0201,-2.9176,6.543
14.9060,-4.9643,-0.9027,-0.6938,5.093
14.9070,-2.5164,-0.4077,0.8202,2.678
14.9070,-0.0291,0.2981,3.1649,3.179
14.9080,1.1783,0.8873,5.5424,5.735
14.9090,0.9104,1.1536,7.3953,7.540
14.9090,0.4542,1.0352,8.3449,8.421
14.9100,0.7120,0.8195,8.4316,8.501
14.9110,1.1641,0.8755,7.0072,7.157
14.9120,1.7409,0.9818,4.5385,4.959
14.9130,2.3603,1.1386,2.6403,3.720
14.9180,2.6009,0.9343,1.4615,3.126
14.9220,2.2137,0.4151,0.7793,2.383
14.9270,1.5235,-0.0553,0.5968,1.637
14.9340,0.8063,-0.3768,1.1381,1.445
14.9370,0.0759,-0.6590,2.2316,2.328
14.9430,-0.4997,-0.7382,3.3265,3.444
14.9500,-0.8751,-0.6693,3.9911,4.140
14.9530,-1.0133,-0.4720,4.3551,4.496
14.9580,-0.7317,-0.1990,4.1915,4.260
14.9630,-0.3876,0.0244,3.6456,3.666
14.9680,-0.0399,0.1994,2.8711,2.878
14.9730,0.2001,0.3107,2.1575,2.189
14.9780,0.3109,0.3881,1.6114,1.686
14.9880,0.4013,0.5079,1.2635,1.420
14.9910,0.5915,0.5905,1.1269,1.403
14.9970,0.4911,0.6681,1.7106,1.901
14.9980,0.3919,0.8045,2.4017,2.563
15.0440,0.5785,0.8146,2.9465,3.111
15.0460,0.7471,0.8257,3.6882,3.853
15.0470,1.0149,1.0016,4.0991,4.340
15.0480,1.3410,1.2238,4.1389,4.520
15.0490,1.6617,1.4875,3.8795,4.475
15.0490,1.8664,1.5875,3.8150,4.534
15.0500,2.0047,1.6255,3.7595,4.560
15.0500,2.0901,1.6491,3.7477,4.597
15.0510,2.2011,1.6472,3.5238,4.469
15.0520,2.2384,1.6458,3.1036,4.166
15.0570,2.2641,1.6244,2.6252,3.828
15.0590,2.1962,1.5781,2.3434,3.578
15.0650,1.9351,1.4291,2.4874,3.460
15.0690,1.7045,1.2052,2.7280,3.435
15.0740,1.5266,0.9613,3.1094,3.595
15.0790,1.3774,0.6264,3.4449,3.763
15.0840,1.2487,0.3722,3.7224,3.944
15.0880,1.0365,0.1157,3.9085,4.045
15.0940,0.6338,-0.2999,4.1110,4.170
15.1050,0.1805,-0.9107,4.0882,4.192
15.1070,-0.3877,-1.5120,3.8607,4.164
15.1090,-0.9621,-1.8048,3.3963,3.965
15.1580,-1.5079,-1.9137,2.6939,3.632
15.1610,-1.8404,-1.8804,1.9930,3.301
15.1620,-1.8954,-1.5836,1.3605,2.820
15.1630,-1.5425,-0.8741,0.5977,1.871
15.1650,-1.4271,-0.5284,0.2533,1.543
15.1660,-1.3542,-0.3732,0.1725,1.415
15.1670,-1.4100,-0.4669,0.2958,1.514
15.1670,-1.5222,-0.6103,0.5210,1.721
15.1770,-1.8880,-0.8591,1.0565,2.328
15.1780,-2.0940,-1.0687,1.6920,2.897
15.1790,-2.1924,-1.1984,2.2575,3.367
15.1810,-2.2232,-1.4629,2.6300,3.742
15.1820,-2.5483,-3.2803,2.2919,4.744
15.1820,-2.6687,-3.4007,2.4634,4.975
15.1860,-2.6018,-2.8080,3.0421,4.890
15.1900,-2.5369,-2.7358,3.3076,4.986
15.1950,-2.7559,-2.2705,3.4200,4.944
15.2000,-2.6148,-1.5571,3.3029,4.491
15.2050,-2.0524,-0.9030,2.9656,3.718
15.2110,-1.4422,-0.4711,2.9977,3.360
15.2170,-0.8772,-0.0659,3.1963,3.315
15.2200,-0.4425,0.1535,3.3007,3.334
15.2250,0.0719,0.1636,3.2787,3.284
15.2310,0.5322,0.0635,3.1548,3.200
15.2360,0.9218,-0.0861,2.9795,3.120
15.2410,1.1560,-0.2137,2.8095,3.045
15.2460,1.3135,-0.2695,2.7034,3.018
15.2560,1.4898,-0.1571,2.4617,2.882
15.2610,1.6832,-0.0029,2.1301,2.715
15.2620,1.7475,0.1746,1.9059,2.592
15.3110,1.5864,0.2577,1.9075,2.494
15.3130,1.3350,0.2608,1.8509,2.297
15.3140,1.0908,0.2480,1.7457,2.073
